,Unnamed: 0,Year,tourney_id,tourney_name,Hard,Clay,Carpet,Grass,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,Target
394,394,2010,2010-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20100809,40,104925,Novak Djokovic,1.0,188.0,SRB,23.2,103898,Julien Benneteau,0.0,185.0,FRA,28.6,7-5 7-5,3,R32,133.0,6.0,5.0,74.0,51.0,33.0,9.0,12.0,4.0,8.0,9.0,6.0,97.0,69.0,39.0,8.0,12.0,12.0,18.0,2.0,6905.0,33.0,1229.0,True
395,395,2010,2010-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20100809,48,104925,Novak Djokovic,1.0,188.0,SRB,23.2,103812,Victor Hanescu,0.0,198.0,ROU,29.0,6-3 6-4,3,R16,80.0,2.0,1.0,60.0,41.0,29.0,12.0,10.0,1.0,2.0,1.0,2.0,60.0,36.0,25.0,8.0,9.0,3.0,6.0,2.0,6905.0,54.0,870.0,True
396,396,2010,2010-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20100809,52,104925,Novak Djokovic,1.0,188.0,SRB,23.2,104871,Jeremy Chardy,0.0,188.0,FRA,23.4,6-2 6-3,3,QF,73.0,3.0,1.0,52.0,44.0,33.0,5.0,9.0,2.0,2.0,7.0,2.0,50.0,29.0,19.0,8.0,8.0,2.0,5.0,2.0,6905.0,72.0,695.0,True
397,397,2010,2010-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20100809,54,103819,Roger Federer,1.0,185.0,SUI,29.0,104925,Novak Djokovic,0.0,188.0,SRB,23.2,6-1 3-6 7-5,3,SF,142.0,11.0,2.0,95.0,55.0,40.0,17.0,14.0,6.0,9.0,1.0,3.0,118.0,81.0,46.0,18.0,14.0,7.0,12.0,3.0,6795.0,2.0,6905.0,False
398,398,2010,2010-422,Cincinnati Masters,0.0,0.0,0.0,1.0,56,M,20100815,40,104925,Novak Djokovic,1.0,188.0,SRB,23.2,104678,Viktor Troicki,0.0,193.0,SRB,24.5,6-3 7-5,3,R32,101.0,3.0,6.0,80.0,51.0,37.0,14.0,11.0,5.0,7.0,5.0,5.0,64.0,34.0,24.0,11.0,10.0,0.0,4.0,3.0,7085.0,47.0,945.0,True
399,399,2010,2010-422,Cincinnati Masters,0.0,0.0,0.0,1.0,56,M,20100815,48,104925,Novak Djokovic,1.0,188.0,SRB,23.2,103900,David Nalbandian,0.0,180.0,ARG,28.6,6-1 7-6(7),3,R16,97.0,2.0,3.0,69.0,46.0,33.0,9.0,10.0,5.0,8.0,3.0,5.0,62.0,43.0,25.0,6.0,9.0,1.0,6.0,3.0,7085.0,37.0,1145.0,True
400,400,2010,2010-422,Cincinnati Masters,0.0,0.0,0.0,1.0,56,M,20100815,52,104053,Andy Roddick,1.0,188.0,USA,27.9,104925,Novak Djokovic,0.0,188.0,SRB,23.2,6-4 7-5,3,QF,83.0,8.0,4.0,61.0,35.0,29.0,14.0,11.0,2.0,3.0,5.0,2.0,62.0,37.0,22.0,16.0,11.0,3.0,6.0,13.0,2875.0,3.0,7085.0,False
401,401,2010,2010-560,US Open,0.0,0.0,0.0,1.0,128,G,20100830,48,104925,Novak Djokovic,1.0,188.0,SRB,23.2,104678,Viktor Troicki,0.0,193.0,SRB,24.5,6-3 3-6 2-6 7-5 6-3,5,R128,220.0,3.0,4.0,161.0,105.0,70.0,28.0,24.0,9.0,14.0,23.0,6.0,156.0,108.0,75.0,20.0,23.0,9.0,14.0,3.0,6665.0,47.0,980.0,True
402,402,2010,2010-560,US Open,0.0,0.0,0.0,1.0,128,G,20100830,88,104925,Novak Djokovic,1.0,188.0,SRB,23.2,104332,Philipp Petzschner,0.0,185.0,GER,26.4,7-5 6-3 7-6(6),5,R64,143.0,4.0,8.0,101.0,70.0,53.0,19.0,17.0,4.0,5.0,6.0,3.0,111.0,66.0,45.0,23.0,16.0,8.0,12.0,3.0,6665.0,52.0,910.0,True
403,403,2010,2010-560,US Open,0.0,0.0,0.0,1.0,128,G,20100830,108,104925,Novak Djokovic,1.0,188.0,SRB,23.2,103484,James Blake,0.0,185.0,USA,30.6,6-1 7-6(4) 6-3,5,R32,104.0,4.0,1.0,94.0,74.0,51.0,14.0,15.0,3.0,4.0,1.0,5.0,77.0,52.0,33.0,14.0,13.0,2.0,6.0,3.0,6665.0,108.0,495.0,True
404,404,2010,2010-560,US Open,0.0,0.0,0.0,1.0,128,G,20100830,118,104925,Novak Djokovic,1.0,188.0,SRB,23.2,103888,Mardy Fish,0.0,188.0,USA,28.7,6-3 6-4 6-1,5,R16,110.0,5.0,4.0,76.0,52.0,41.0,11.0,13.0,3.0,4.0,3.0,4.0,71.0,39.0,22.0,16.0,13.0,2.0,8.0,3.0,6665.0,21.0,1751.0,True
405,405,2010,2010-560,US Open,0.0,0.0,0.0,1.0,128,G,20100830,123,104925,Novak Djokovic,1.0,188.0,SRB,23.2,104792,Gael Monfils,0.0,193.0,FRA,23.9,7-6(2) 6-1 6-2,5,QF,144.0,1.0,4.0,100.0,74.0,51.0,13.0,13.0,11.0,13.0,3.0,6.0,109.0,61.0,32.0,20.0,14.0,11.0,18.0,3.0,6665.0,19.0,2070.0,True
406,406,2010,2010-560,US Open,0.0,0.0,0.0,1.0,128,G,20100830,126,104925,Novak Djokovic,1.0,188.0,SRB,23.2,103819,Roger Federer,0.0,185.0,SUI,29.0,5-7 6-1 5-7 6-2 7-5,5,SF,224.0,4.0,3.0,151.0,94.0,64.0,36.0,26.0,4.0,7.0,12.0,5.0,160.0,84.0,62.0,35.0,25.0,6.0,12.0,3.0,6665.0,2.0,7215.0,True
407,407,2010,2010-560,US Open,0.0,0.0,0.0,1.0,128,G,20100830,127,104745,Rafael Nadal,0.0,185.0,ESP,24.2,104925,Novak Djokovic,0.0,188.0,SRB,23.2,6-4 5-7 6-4 6-2,5,F,223.0,8.0,2.0,112.0,75.0,55.0,21.0,20.0,1.0,4.0,5.0,4.0,143.0,94.0,61.0,22.0,20.0,20.0,25.0,1.0,10745.0,3.0,6665.0,False
409,409,2010,2010-747,Beijing,0.0,0.0,0.0,1.0,32,A,20101004,1,104925,Novak Djokovic,1.0,188.0,SRB,23.3,105001,Mao Xin Gong,0.0,178.0,CHN,23.1,6-1 6-3,3,R32,71.0,3.0,1.0,41.0,23.0,20.0,12.0,8.0,0.0,0.0,1.0,2.0,66.0,38.0,17.0,15.0,8.0,7.0,11.0,2.0,7145.0,356.0,111.0,True
411,411,2010,2010-747,Beijing,0.0,0.0,0.0,1.0,32,A,20101004,25,104925,Novak Djokovic,1.0,188.0,SRB,23.3,104468,Gilles Simon,0.0,183.0,FRA,25.7,6-3 6-2,3,QF,85.0,4.0,0.0,68.0,50.0,36.0,12.0,9.0,7.0,7.0,2.0,0.0,46.0,31.0,20.0,7.0,8.0,4.0,7.0,2.0,7145.0,43.0,1055.0,True
412,412,2010,2010-747,Beijing,0.0,0.0,0.0,1.0,32,A,20101004,29,104925,Novak Djokovic,1.0,188.0,SRB,23.3,104545,John Isner,0.0,206.0,USA,25.4,7-6(1) 6-2,3,SF,87.0,5.0,0.0,53.0,30.0,24.0,17.0,10.0,1.0,2.0,7.0,3.0,79.0,51.0,35.0,9.0,10.0,9.0,12.0,2.0,7145.0,22.0,1715.0,True
413,413,2010,2010-747,Beijing,0.0,0.0,0.0,1.0,32,A,20101004,31,104925,Novak Djokovic,1.0,188.0,SRB,23.3,103970,David Ferrer,0.0,175.0,ESP,28.5,6-2 6-4,3,F,84.0,3.0,1.0,49.0,32.0,25.0,10.0,9.0,0.0,1.0,2.0,1.0,58.0,33.0,23.0,8.0,9.0,2.0,6.0,2.0,7145.0,11.0,3135.0,True
414,414,2010,2010-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20101010,40,104925,Novak Djokovic,1.0,188.0,SRB,23.3,103344,Ivan Ljubicic,0.0,193.0,CRO,31.5,6-3 6-3,3,R32,81.0,4.0,1.0,57.0,32.0,26.0,17.0,9.0,6.0,6.0,6.0,1.0,58.0,34.0,21.0,11.0,9.0,7.0,10.0,2.0,7145.0,17.0,2190.0,True
415,415,2010,2010-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20101010,48,104925,Novak Djokovic,1.0,188.0,SRB,23.3,104755,Richard Gasquet,0.0,185.0,FRA,24.3,6-1 6-1,3,R16,58.0,4.0,2.0,45.0,33.0,25.0,7.0,7.0,1.0,1.0,3.0,2.0,44.0,33.0,17.0,2.0,7.0,4.0,9.0,2.0,7145.0,31.0,1305.0,True
416,416,2010,2010-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20101010,52,104925,Novak Djokovic,1.0,188.0,SRB,23.3,104198,Guillermo Garcia Lopez,0.0,188.0,ESP,27.3,6-2 6-3,3,QF,66.0,4.0,2.0,51.0,36.0,28.0,7.0,9.0,2.0,3.0,3.0,4.0,55.0,34.0,16.0,11.0,8.0,6.0,10.0,2.0,7145.0,35.0,1175.0,True
417,417,2010,2010-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20101010,54,103819,Roger Federer,1.0,185.0,SUI,29.1,104925,Novak Djokovic,0.0,188.0,SRB,23.3,7-5 6-4,3,SF,102.0,7.0,3.0,73.0,45.0,34.0,15.0,11.0,4.0,5.0,4.0,4.0,75.0,48.0,30.0,15.0,11.0,1.0,4.0,3.0,6735.0,2.0,7145.0,False
418,418,2010,2010-328,Basel,0.0,0.0,0.0,1.0,32,A,20101101,16,104925,Novak Djokovic,1.0,188.0,SRB,23.4,105208,Ernests Gulbis,0.0,190.0,LAT,22.1,6-4 6-2,3,R32,72.0,5.0,1.0,52.0,35.0,25.0,12.0,9.0,1.0,2.0,5.0,2.0,57.0,36.0,24.0,6.0,9.0,3.0,7.0,3.0,7145.0,26.0,1415.0,True
419,419,2010,2010-328,Basel,0.0,0.0,0.0,1.0,32,A,20101101,24,104925,Novak Djokovic,1.0,188.0,SRB,23.4,103813,Jarkko Nieminen,1.0,185.0,FIN,29.2,6-4 7-6(6),3,R16,118.0,7.0,1.0,78.0,45.0,37.0,16.0,11.0,4.0,4.0,2.0,0.0,84.0,61.0,38.0,14.0,11.0,1.0,2.0,3.0,7145.0,41.0,1070.0,True
420,420,2010,2010-328,Basel,0.0,0.0,0.0,1.0,32,A,20101101,28,104925,Novak Djokovic,1.0,188.0,SRB,23.4,104898,Robin Haase,0.0,190.0,NED,23.5,6-2 6-3,3,QF,79.0,5.0,1.0,53.0,33.0,25.0,13.0,9.0,4.0,5.0,2.0,3.0,65.0,31.0,20.0,13.0,8.0,8.0,12.0,3.0,7145.0,66.0,743.0,True
421,421,2010,2010-328,Basel,0.0,0.0,0.0,1.0,32,A,20101101,30,104925,Novak Djokovic,1.0,188.0,SRB,23.4,104678,Viktor Troicki,0.0,193.0,SRB,24.7,7-6(4) 6-4,3,SF,98.0,3.0,2.0,68.0,37.0,28.0,19.0,11.0,2.0,3.0,8.0,1.0,67.0,40.0,32.0,13.0,11.0,3.0,5.0,3.0,7145.0,32.0,1225.0,True
422,422,2010,2010-328,Basel,0.0,0.0,0.0,1.0,32,A,20101101,31,103819,Roger Federer,1.0,185.0,SUI,29.2,104925,Novak Djokovic,0.0,188.0,SRB,23.4,6-4 3-6 6-1,3,F,115.0,6.0,4.0,84.0,49.0,39.0,19.0,13.0,4.0,5.0,4.0,2.0,82.0,57.0,37.0,16.0,13.0,5.0,8.0,2.0,7495.0,3.0,7145.0,False
423,423,2010,2010-352,Paris Masters,0.0,0.0,0.0,1.0,48,M,20101107,32,104925,Novak Djokovic,1.0,188.0,SRB,23.4,104338,Juan Monaco,0.0,185.0,ARG,26.6,6-4 6-3,3,R32,84.0,8.0,2.0,67.0,37.0,27.0,17.0,10.0,7.0,8.0,1.0,3.0,46.0,33.0,21.0,7.0,9.0,1.0,4.0,3.0,6945.0,24.0,1480.0,True
424,424,2010,2010-352,Paris Masters,0.0,0.0,0.0,1.0,48,M,20101107,40,103566,Michael Llodra,0.0,190.0,FRA,30.4,104925,Novak Djokovic,0.0,188.0,SRB,23.4,7-6(6) 6-2,3,R16,93.0,6.0,4.0,70.0,41.0,37.0,13.0,10.0,3.0,3.0,4.0,3.0,64.0,46.0,34.0,8.0,10.0,2.0,4.0,34.0,1215.0,3.0,6945.0,False
425,425,2010,2010-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20101121,4,103819,Roger Federer,1.0,185.0,SUI,29.2,104925,Novak Djokovic,0.0,188.0,SRB,23.5,6-1 6-4,3,SF,81.0,4.0,1.0,55.0,34.0,26.0,12.0,9.0,0.0,1.0,2.0,3.0,57.0,35.0,20.0,9.0,8.0,7.0,11.0,2.0,7645.0,3.0,5635.0,False
426,426,2010,2010-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20101121,11,104745,Rafael Nadal,0.0,185.0,ESP,24.4,104925,Novak Djokovic,0.0,188.0,SRB,23.5,7-5 6-2,3,RR,112.0,6.0,0.0,62.0,33.0,24.0,18.0,10.0,4.0,5.0,7.0,1.0,61.0,39.0,25.0,10.0,10.0,4.0,8.0,1.0,11450.0,3.0,5635.0,False
427,427,2010,2010-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20101121,13,104925,Novak Djokovic,1.0,188.0,SRB,23.5,104607,Tomas Berdych,0.0,196.0,CZE,25.1,6-3 6-3,3,RR,88.0,5.0,1.0,54.0,33.0,26.0,13.0,9.0,0.0,0.0,7.0,3.0,56.0,28.0,21.0,11.0,9.0,4.0,7.0,3.0,5635.0,6.0,3755.0,True
428,428,2010,2010-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20101121,14,104925,Novak Djokovic,1.0,188.0,SRB,23.5,104053,Andy Roddick,0.0,188.0,USA,28.2,6-2 6-3,3,RR,67.0,6.0,0.0,51.0,30.0,22.0,16.0,9.0,1.0,1.0,4.0,1.0,42.0,25.0,18.0,8.0,8.0,0.0,3.0,3.0,5635.0,8.0,3665.0,True
431,431,2011,2011-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20110117,48,104925,Novak Djokovic,1.0,188.0,SRB,23.6,104719,Marcel Granollers,0.0,190.0,ESP,24.7,6-1 6-3 6-1,5,R128,91.0,7.0,1.0,66.0,45.0,34.0,14.0,12.0,1.0,2.0,3.0,3.0,65.0,31.0,21.0,8.0,11.0,5.0,12.0,3.0,6240.0,42.0,993.0,True
432,432,2011,2011-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20110117,88,104925,Novak Djokovic,1.0,188.0,SRB,23.6,104471,Ivan Dodig,0.0,183.0,CRO,26.0,7-5 6-7(8) 6-0 6-2,5,R64,201.0,9.0,3.0,121.0,78.0,59.0,27.0,19.0,4.0,5.0,8.0,6.0,146.0,84.0,56.0,30.0,19.0,13.0,20.0,3.0,6240.0,81.0,606.0,True
433,433,2011,2011-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20110117,108,104925,Novak Djokovic,1.0,188.0,SRB,23.6,104678,Viktor Troicki,0.0,193.0,SRB,24.9,6-2 RET,5,R32,40.0,1.0,0.0,22.0,17.0,10.0,4.0,4.0,0.0,1.0,2.0,1.0,38.0,23.0,15.0,2.0,4.0,3.0,6.0,3.0,6240.0,27.0,1490.0,True
434,434,2011,2011-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20110117,118,104925,Novak Djokovic,1.0,188.0,SRB,23.6,104597,Nicolas Almagro,0.0,183.0,ESP,25.4,6-3 6-4 6-0,5,R16,104.0,12.0,4.0,75.0,56.0,48.0,9.0,13.0,3.0,3.0,5.0,2.0,78.0,46.0,28.0,14.0,12.0,8.0,13.0,3.0,6240.0,14.0,2160.0,True
435,435,2011,2011-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20110117,123,104925,Novak Djokovic,1.0,188.0,SRB,23.6,104607,Tomas Berdych,0.0,196.0,CZE,25.3,6-1 7-6(5) 6-1,5,QF,152.0,10.0,1.0,91.0,62.0,51.0,12.0,14.0,1.0,2.0,6.0,5.0,96.0,52.0,37.0,15.0,12.0,5.0,10.0,3.0,6240.0,6.0,3955.0,True
436,436,2011,2011-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20110117,126,104925,Novak Djokovic,1.0,188.0,SRB,23.6,103819,Roger Federer,0.0,185.0,SUI,29.4,7-6(3) 7-5 6-4,5,SF,180.0,6.0,5.0,125.0,86.0,63.0,16.0,17.0,7.0,10.0,5.0,0.0,105.0,62.0,45.0,20.0,17.0,9.0,14.0,3.0,6240.0,2.0,9245.0,True
437,437,2011,2011-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20110117,127,104925,Novak Djokovic,1.0,188.0,SRB,23.6,104918,Andy Murray,0.0,190.0,GBR,23.6,6-4 6-2 6-3,5,F,159.0,5.0,0.0,75.0,48.0,35.0,15.0,14.0,1.0,4.0,6.0,4.0,109.0,59.0,37.0,16.0,13.0,11.0,18.0,3.0,6240.0,5.0,5760.0,True
438,438,2011,2011-495,Dubai,0.0,0.0,0.0,1.0,32,A,20110221,16,104925,Novak Djokovic,1.0,188.0,SRB,23.7,103566,Michael Llodra,1.0,190.0,FRA,30.7,6-3 6-3,3,R32,64.0,4.0,1.0,51.0,33.0,26.0,13.0,9.0,3.0,3.0,1.0,0.0,52.0,34.0,20.0,10.0,9.0,1.0,4.0,3.0,7880.0,27.0,1370.0,True
439,439,2011,2011-495,Dubai,0.0,0.0,0.0,1.0,32,A,20110221,24,104925,Novak Djokovic,1.0,188.0,SRB,23.7,103852,Feliciano Lopez,1.0,188.0,ESP,29.4,6-3 2-6 6-4,3,R16,109.0,6.0,2.0,73.0,48.0,34.0,15.0,14.0,1.0,4.0,7.0,6.0,74.0,36.0,29.0,19.0,13.0,3.0,6.0,3.0,7880.0,41.0,1060.0,True
440,440,2011,2011-495,Dubai,0.0,0.0,0.0,1.0,32,A,20110221,28,104925,Novak Djokovic,1.0,188.0,SRB,23.7,104252,Florian Mayer,0.0,190.0,GER,27.3,7-5 6-1,3,QF,76.0,6.0,2.0,62.0,42.0,36.0,8.0,10.0,4.0,5.0,3.0,4.0,57.0,30.0,18.0,11.0,9.0,3.0,7.0,3.0,7880.0,38.0,1098.0,True
441,441,2011,2011-495,Dubai,0.0,0.0,0.0,1.0,32,A,20110221,30,104925,Novak Djokovic,1.0,188.0,SRB,23.7,104607,Tomas Berdych,0.0,196.0,CZE,25.4,6-7(5) 6-2 4-2 RET,3,SF,142.0,10.0,2.0,84.0,53.0,40.0,20.0,13.0,4.0,4.0,9.0,1.0,86.0,42.0,34.0,18.0,13.0,2.0,5.0,3.0,7880.0,7.0,4270.0,True
442,442,2011,2011-495,Dubai,0.0,0.0,0.0,1.0,32,A,20110221,31,104925,Novak Djokovic,1.0,188.0,SRB,23.7,103819,Roger Federer,0.0,185.0,SUI,29.5,6-3 6-3,3,F,72.0,5.0,0.0,49.0,33.0,27.0,9.0,9.0,1.0,2.0,5.0,1.0,58.0,35.0,22.0,9.0,9.0,6.0,10.0,3.0,7880.0,2.0,7965.0,True
443,443,2011,2011-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20110310,56,104925,Novak Djokovic,1.0,188.0,SRB,23.7,104979,Andrey Golubev,0.0,185.0,KAZ,23.6,6-0 6-4,3,R64,60.0,0.0,2.0,36.0,23.0,18.0,11.0,8.0,0.0,1.0,3.0,2.0,43.0,22.0,12.0,8.0,8.0,1.0,6.0,3.0,7800.0,39.0,1090.0,True
444,444,2011,2011-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20110310,76,104925,Novak Djokovic,1.0,188.0,SRB,23.7,105208,Ernests Gulbis,0.0,190.0,LAT,22.5,6-0 6-1,3,R32,54.0,4.0,0.0,44.0,25.0,18.0,13.0,7.0,5.0,5.0,0.0,5.0,36.0,20.0,9.0,3.0,6.0,1.0,6.0,3.0,7800.0,34.0,1210.0,True
445,445,2011,2011-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20110310,86,104925,Novak Djokovic,1.0,188.0,SRB,23.7,104678,Viktor Troicki,0.0,193.0,SRB,25.0,6-0 6-1,3,R16,66.0,1.0,4.0,60.0,40.0,29.0,10.0,7.0,4.0,4.0,3.0,5.0,43.0,26.0,12.0,4.0,6.0,4.0,9.0,3.0,7800.0,18.0,1710.0,True
446,446,2011,2011-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20110310,91,104925,Novak Djokovic,1.0,188.0,SRB,23.7,104755,Richard Gasquet,0.0,185.0,FRA,24.7,6-2 6-4,3,QF,95.0,2.0,1.0,54.0,31.0,26.0,9.0,9.0,1.0,3.0,2.0,2.0,72.0,49.0,26.0,9.0,9.0,7.0,12.0,3.0,7800.0,21.0,1495.0,True
447,447,2011,2011-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20110310,94,104925,Novak Djokovic,1.0,188.0,SRB,23.7,103819,Roger Federer,0.0,185.0,SUI,29.5,6-3 3-6 6-2,3,SF,127.0,3.0,4.0,85.0,57.0,36.0,15.0,13.0,6.0,9.0,1.0,2.0,85.0,48.0,33.0,15.0,13.0,5.0,10.0,3.0,7800.0,2.0,7965.0,True
448,448,2011,2011-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20110310,95,104925,Novak Djokovic,1.0,188.0,SRB,23.7,104745,Rafael Nadal,1.0,185.0,ESP,24.7,4-6 6-3 6-2,3,F,146.0,4.0,4.0,89.0,55.0,41.0,18.0,14.0,6.0,9.0,2.0,0.0,69.0,29.0,20.0,23.0,13.0,3.0,8.0,3.0,7800.0,1.0,12390.0,True
449,449,2011,2011-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20110323,64,104925,Novak Djokovic,1.0,188.0,SRB,23.8,104797,Denis Istomin,0.0,188.0,UZB,24.5,6-0 6-1,3,R64,49.0,0.0,2.0,41.0,26.0,19.0,10.0,7.0,2.0,2.0,1.0,1.0,29.0,18.0,4.0,4.0,6.0,1.0,6.0,2.0,8710.0,54.0,896.0,True
450,450,2011,2011-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20110323,80,104925,Novak Djokovic,1.0,188.0,SRB,23.8,103484,James Blake,0.0,185.0,USA,31.2,6-2 6-0,3,R32,53.0,5.0,1.0,37.0,27.0,24.0,5.0,7.0,0.0,0.0,2.0,4.0,48.0,24.0,14.0,7.0,7.0,3.0,8.0,2.0,8710.0,173.0,335.0,True
451,451,2011,2011-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20110323,88,104925,Novak Djokovic,1.0,188.0,SRB,23.8,104678,Viktor Troicki,0.0,193.0,SRB,25.1,6-3 6-2,3,R16,84.0,3.0,2.0,67.0,42.0,30.0,15.0,9.0,2.0,2.0,3.0,2.0,49.0,29.0,15.0,12.0,8.0,3.0,6.0,2.0,8710.0,17.0,1710.0,True
452,452,2011,2011-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20110323,92,104925,Novak Djokovic,1.0,188.0,SRB,23.8,104731,Kevin Anderson,0.0,203.0,RSA,24.8,6-4 6-2,3,QF,108.0,6.0,2.0,64.0,42.0,34.0,10.0,9.0,5.0,5.0,4.0,2.0,62.0,40.0,24.0,10.0,9.0,1.0,4.0,2.0,8710.0,40.0,1058.0,True
453,453,2011,2011-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20110323,94,104925,Novak Djokovic,1.0,188.0,SRB,23.8,103888,Mardy Fish,0.0,188.0,USA,29.2,6-3 6-1,3,SF,86.0,4.0,0.0,56.0,39.0,29.0,8.0,8.0,4.0,4.0,4.0,1.0,48.0,26.0,16.0,10.0,8.0,3.0,7.0,2.0,8710.0,15.0,2106.0,True
454,454,2011,2011-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20110323,95,104925,Novak Djokovic,1.0,188.0,SRB,23.8,104745,Rafael Nadal,1.0,185.0,ESP,24.7,4-6 6-3 7-6(4),3,F,202.0,3.0,0.0,95.0,54.0,36.0,29.0,16.0,2.0,4.0,5.0,6.0,110.0,66.0,46.0,20.0,15.0,7.0,9.0,2.0,8710.0,1.0,12630.0,True
455,455,2011,2011-5053,Belgrade,0.0,1.0,0.0,0.0,28,A,20110425,13,104925,Novak Djokovic,1.0,188.0,SRB,23.9,104494,Adrian Ungur,0.0,178.0,ROU,26.2,6-2 6-3,3,R16,68.0,1.0,1.0,56.0,33.0,23.0,12.0,9.0,4.0,6.0,0.0,4.0,42.0,20.0,11.0,7.0,8.0,1.0,6.0,2.0,9640.0,175.0,331.0,True
456,456,2011,2011-5053,Belgrade,0.0,1.0,0.0,0.0,28,A,20110425,21,104925,Novak Djokovic,1.0,188.0,SRB,23.9,104882,Blaz Kavcic,0.0,188.0,SLO,24.1,6-3 6-2,3,QF,86.0,2.0,3.0,59.0,36.0,26.0,12.0,9.0,1.0,2.0,0.0,5.0,47.0,24.0,11.0,13.0,8.0,1.0,5.0,2.0,9640.0,85.0,599.0,True
458,458,2011,2011-5053,Belgrade,0.0,1.0,0.0,0.0,28,A,20110425,27,104925,Novak Djokovic,1.0,188.0,SRB,23.9,103852,Feliciano Lopez,1.0,188.0,ESP,29.5,7-6(4) 6-2,3,F,116.0,4.0,6.0,78.0,46.0,37.0,16.0,10.0,7.0,7.0,6.0,2.0,67.0,42.0,29.0,13.0,10.0,2.0,4.0,2.0,9640.0,37.0,1095.0,True
459,459,2011,2011-1536,Madrid Masters,0.0,1.0,0.0,0.0,56,M,20110501,40,104925,Novak Djokovic,1.0,188.0,SRB,23.9,104731,Kevin Anderson,0.0,203.0,RSA,24.9,6-3 6-4,3,R32,101.0,2.0,2.0,55.0,39.0,32.0,9.0,10.0,2.0,2.0,7.0,0.0,64.0,39.0,28.0,11.0,9.0,4.0,6.0,2.0,9710.0,35.0,1150.0,True
460,460,2011,2011-1536,Madrid Masters,0.0,1.0,0.0,0.0,56,M,20110501,48,104925,Novak Djokovic,1.0,188.0,SRB,23.9,104198,Guillermo Garcia Lopez,0.0,188.0,ESP,27.9,6-1 6-2,3,R16,51.0,5.0,1.0,34.0,21.0,21.0,11.0,8.0,0.0,0.0,3.0,2.0,37.0,24.0,16.0,3.0,7.0,3.0,7.0,2.0,9710.0,29.0,1285.0,True
461,461,2011,2011-1536,Madrid Masters,0.0,1.0,0.0,0.0,56,M,20110501,52,104925,Novak Djokovic,1.0,188.0,SRB,23.9,103970,David Ferrer,0.0,175.0,ESP,29.0,6-4 4-6 6-3,3,QF,148.0,6.0,1.0,85.0,56.0,43.0,12.0,14.0,3.0,6.0,1.0,2.0,93.0,58.0,36.0,15.0,15.0,6.0,11.0,2.0,9710.0,6.0,4330.0,True
462,462,2011,2011-1536,Madrid Masters,0.0,1.0,0.0,0.0,56,M,20110501,54,104925,Novak Djokovic,1.0,188.0,SRB,23.9,105064,Thomaz Bellucci,1.0,188.0,BRA,23.3,4-6 6-4 6-1,3,SF,130.0,6.0,1.0,80.0,51.0,35.0,18.0,14.0,1.0,3.0,5.0,1.0,75.0,48.0,30.0,16.0,13.0,4.0,8.0,2.0,9710.0,36.0,1115.0,True
